totRadForcExclCO2AndAerosols,CO2RadForc,totRadForcAerosols
0,0,0
0.115653444,0.011049082,-0.000675976
0.251852421,0.023246047,-0.002066998
0.256772281,0.025605215,-0.003506856
0.21894257,0.028057033,-0.004954363
0.218662979,0.03055287,-0.006391459
0.259240629,0.033093627,-0.008191986
0.274128052,0.035705793,-0.009976755
0.263715683,0.038397133,-0.011356966
0.249641179,0.041160901,-0.01270254
0.238842165,0.044009648,-0.014012763
0.24516418,0.046979223,-0.015287343
0.272219646,0.050067292,-0.016526278
0.302402384,0.053202569,-0.017729763
0.310191962,0.05628708,-0.018898132
0.302471248,0.059234532,-0.02003182
0.293277521,0.06201229,-0.021567991
0.249428376,0.064664134,-0.02307257
0.132442595,0.067271913,-0.024109188
0.04546089,0.069921132,-0.025112828
0.115843943,0.072693308,-0.026084191
0.2409541,0.075631696,-0.027023976
0.302228607,0.078703283,-0.02793288
0.308758611,0.081821836,-0.028811597
0.195824757,0.084889902,-0.029660819
0.031526544,0.087836927,-0.030481228
0.049079212,0.090660982,-0.031720164
0.172332524,0.09339792,-0.032931794
0.23218477,0.096060423,-0.033670013
0.22747827,0.098642066,-0.034381886
0.190773442,0.1011408,-0.035068072
0.177218677,0.10356312,-0.035729227
0.192953549,0.10591503,-0.036812009
0.207144648,0.10819345,-0.037870688
0.213703669,0.11039084,-0.038459809
0.23042582,0.11250486,-0.03947085
0.251730578,0.11454316,-0.040459338
0.248292338,0.11651278,-0.041867498
0.232695799,0.1184099,-0.042811099
0.228873797,0.12022542,-0.042847477
0.22688789,0.1219681,-0.04330705
0.217079623,0.1236704,-0.044187553
0.207049891,0.12533497,-0.045048591
-0.288063492,0.12690511,-0.045450548
-1.432583888,0.12830042,-0.045834932
-1.835225463,0.12946317,-0.046202307
-1.039544299,0.1304044,-0.046988661
-0.362618293,0.13119381,-0.047758107
-0.161734092,0.13190268,-0.04807573
-0.683174499,0.13259134,-0.048378481
-2.146158602,0.13331508,-0.049097878
-2.647045861,0.13409903,-0.050231969
-1.477800511,0.13491805,-0.051347739
-0.349345887,0.13571684,-0.052018673
0.101159597,0.13643515,-0.052247777
0.227302718,0.13702906,-0.052465008
0.234152981,0.13750239,-0.052670881
0.236913494,0.13789659,-0.053287704
0.241604664,0.13825059,-0.054313124
0.250046637,0.13859452,-0.054904197
0.264208279,0.13895098,-0.055481569
0.282755463,0.13932247,-0.056048603
0.302280349,0.13969896,-0.056602739
0.31267249,0.14007543,-0.05714743
0.286334542,0.14045187,-0.057268842
0.07059477,0.14082828,-0.05983842
-0.321273268,0.14054596,-0.061985112
-0.427595945,0.1385692,-0.061662785
-0.135478426,0.1356501,-0.062147465
-0.285498133,0.13282363,-0.062625217
-0.886015654,0.12999566,-0.063093126
-0.797080872,0.1271662,-0.065149588
-0.182349169,0.12433524,-0.066793151
0.193958939,0.12244727,-0.067226829
0.30957468,0.12197515,-0.06804864
0.290781286,0.12197515,-0.069251536
0.267335976,0.12244727,-0.070443016
0.267729314,0.12386337,-0.071619434
0.240486098,0.12575101,-0.072785088
0.234404641,0.12810952,-0.073936271
0.283643618,0.13140969,-0.076219158
0.334607869,0.13470811,-0.077724999
0.371155547,0.13753359,-0.078830357
0.398394488,0.14082795,-0.080304988
0.382637532,0.14412058,-0.081760072
0.342661444,0.14694109,-0.084206384
0.334194749,0.14976013,-0.085329759
0.338274987,0.15210829,-0.089862367
0.333926336,0.15445521,-0.094906246
0.325079597,0.15727029,-0.098208447
0.184135622,0.16008389,-0.101393282
-0.270701965,0.162896,-0.103266545
-0.504879886,0.16570665,-0.105317054
-0.159822708,0.16898372,-0.105997353
0.197818888,0.17225908,-0.107968928
0.332032465,0.17506481,-0.116387795
0.308787805,0.17786907,-0.128866385
0.206705041,0.18020493,-0.128795571
0.206849986,0.18253957,-0.125485166
0.278889867,0.18533992,-0.127995847
0.315133894,0.18767253,-0.132042374
0.325931334,0.1895378,-0.140424334
0.33742729,0.19140242,-0.14928997
0.363518892,0.19373219,-0.152486062
0.395412426,0.19652669,-0.151234006
0.422015857,0.19931973,-0.151466987
0.426645026,0.2025763,-0.160402206
0.395538269,0.20629582,-0.179061449
0.35406617,0.21047702,-0.1947542
0.336504589,0.21558294,-0.198352789
0.309899989,0.22114773,-0.198586719
0.259123863,0.22716948,-0.197983873
0.252376955,0.23410923,-0.193504655
0.284053268,0.24150205,-0.191345908
0.314109429,0.24934541,-0.195208839
0.349503923,0.25809794,-0.207646903
0.377269521,0.26729609,-0.215360381
0.278831575,0.27602009,-0.215031415
-0.629717546,0.28427149,-0.218087204
-1.373927045,0.29251018,-0.220358535
-0.800080887,0.29982345,-0.218681403
-0.323770859,0.30575788,-0.217795601
-0.207057768,0.31077419,-0.220931602
-0.100691462,0.31487495,-0.230782424
-0.167355374,0.31851727,-0.235671466
-0.206323788,0.32170241,-0.238864492
-0.105892434,0.32443091,-0.246706766
0.09628362,0.32715801,-0.25198686
0.266655774,0.32942964,-0.255718184
0.386777178,0.33124617,-0.259476638
0.36677811,0.33306208,-0.26487402
0.196555121,0.33487737,-0.268523461
0.095979808,0.33714553,-0.269959278
0.190147272,0.34077243,-0.272220372
0.298552342,0.34575562,-0.276317622
0.344506769,0.35118677,-0.280935729
0.327173489,0.35706406,-0.285747379
-0.113790262,0.36338651,-0.291266474
-0.474166121,0.36970149,-0.298904499
-0.152451355,0.37645901,-0.305709
0.212517922,0.38410722,-0.311545922
0.316817217,0.39219378,-0.319294997
0.297380813,0.3998202,-0.327701203
0.309295553,0.4069878,-0.329640603
0.367502712,0.41414581,-0.329068552
0.386955244,0.42129426,-0.334182054
0.384655847,0.42798755,-0.337618907
0.142469828,0.43422682,-0.338824198
0.044747057,0.44045882,-0.342313677
0.283698513,0.44623943,-0.342011793
0.43263847,0.45156962,-0.33936144
0.504926821,0.45733777,-0.342798461
0.539494712,0.46354294,-0.347957672
0.544118701,0.46929869,-0.350867581
0.513536131,0.47460598,-0.347516451
0.405936135,0.48034937,-0.347677775
0.37234803,0.48696871,-0.3454084
0.447712685,0.49358042,-0.342119065
0.47375747,0.49974374,-0.35465971
0.479011799,0.50677828,-0.364184549
0.508073244,0.51468174,-0.365854464
0.547260979,0.52213573,-0.368151399
0.564197508,0.52957874,-0.372525128
0.514129624,0.53788518,-0.377386134
0.459999959,0.54617941,-0.382166479
0.48207783,0.55402496,-0.38358385
0.494661458,0.56229357,-0.378426528
0.447371348,0.5705501,-0.372771128
0.45119702,0.57792673,-0.37227763
0.509172645,0.5848599,-0.376968865
0.562700164,0.59178409,-0.381187274
0.619237352,0.59783591,-0.385522052
0.631705145,0.60215445,-0.388809485
0.611896493,0.60517523,-0.383465723
0.610231628,0.60733189,-0.380051358
0.625996601,0.60862547,-0.386238251
0.626160414,0.60862547,-0.394132974
0.589091869,0.60733189,-0.400044909
0.571990642,0.60560671,-0.404686862
0.608405371,0.6043125,-0.411219971
0.654051893,0.60388103,-0.417808053
0.694977724,0.6043125,-0.424942444
0.720413015,0.60560671,-0.436550005
0.742174692,0.60776302,-0.451072392
0.728470769,0.6107804,-0.460730359
0.69787577,0.61508782,-0.47132463
0.666187529,0.62111239,-0.485948929
0.637413808,0.62798987,-0.499093718
0.624309607,0.63528723,-0.513493077
0.639054306,0.64385931,-0.528108546
0.702878524,0.65370065,-0.541202914
0.789673585,0.66395102,-0.554526045
0.861303922,0.67460724,-0.569111482
0.878147945,0.68520067,-0.580900275
0.862438037,0.69628068,-0.589886127
0.770080682,0.7093687,-0.599245872
0.643959431,0.72293323,-0.615326031
0.544238987,0.73507442,-0.634162267
0.064992161,0.74521338,-0.648152241
-0.278618322,0.75407365,-0.661127268
0.069158369,0.76618156,-0.672664849
0.49375619,0.7828982,-0.68331011
0.667011447,0.79886038,-0.697116357
0.504176985,0.81597004,-0.710948355
0.457439657,0.83695475,-0.719077087
0.71169703,0.85481939,-0.71911438
0.889341414,0.86912845,-0.721449764
0.944017858,0.89018132,-0.736759778
0.901528461,0.91528331,-0.754362971
0.753531286,0.93260715,-0.770767926
0.664636749,0.94626302,-0.789130039
0.81866331,0.96504571,-0.80601477
1.030431828,0.9895882,-0.821191128
1.093936205,1.0148272,-0.832929705
1.155776228,1.0415665,-0.841152228
1.25472466,1.0706749,-0.85933556
1.195712861,1.0922769,-0.880228361
0.497982973,1.1090268,-0.892233563
0.181685802,1.131041,-0.903960412
0.709800594,1.1557767,-0.913700084
0.992174407,1.1790812,-0.919932207
1.06624936,1.2025127,-0.92639676
1.13962008,1.23094,-0.93527688
1.25615126,1.2629696,-0.94303346
1.35861424,1.289621,-0.94762044
1.38598613,1.3103479,-0.95069843
0.43002636,1.3279065,-0.95119214
-0.20014154,1.3409723,-0.9576636
0.5062205,1.354375,-0.963458
1.02436749,1.3745818,-0.96214829
1.19750461,1.400075,-0.95636781
1.26318155,1.4241974,-0.94950125
1.32400737,1.4491927,-0.95753327
1.418781354,1.4810336,-0.975601654
1.512371514,1.5106359,-0.989785514
1.566890933,1.5327048,-1.003405333
1.584131132,1.5559009,-1.012051132
1.573295813,1.5854995,-1.013435813
1.536130684,1.6175545,-1.015786584
1.497623741,1.6467939,-1.018599741
1.42695926,1.675125,-1.01833266
1.29936181,1.7035227,-1.01236391
1.224840503,1.7308597,-1.003750303
1.221944658,1.7590634,-0.995114358
1.272839613,1.7889061,-0.986457113
1.350555721,1.8189254,-0.977777721
1.389231524,1.8483587,-0.969073324
1.402708811,1.8776554,-0.960346111
1.390630427,1.9069846,-0.951598327
1.350778504,1.9364166,-0.942829704
1.310808261,1.9659683,-0.934039961
1.288179927,1.995568,-0.925228827
1.276313914,2.0251167,-0.916396014
1.26967103,2.0545783,-0.90754123
1.267795187,2.0839653,-0.898664187
1.319478017,2.1132986,-0.890292817
1.397457733,2.142503,-0.882957433
1.436743594,2.1717034,-0.876132694
1.450574994,2.2011892,-0.869290894
1.438350984,2.231053,-0.862431784
1.398344554,2.2613025,-0.855555154
1.357997044,2.2919099,-0.848660744
1.334769334,2.3227715,-0.841748334
1.322080745,2.3537626,-0.834817645
1.314395545,2.3848242,-0.827868445
1.310843062,2.4159493,-0.820599662
1.360610934,2.4471439,-0.812707934
1.436521243,2.4781534,-0.804490743
1.472789511,2.5088668,-0.796247711
1.48302551,2.5395246,-0.78797841
1.467023409,2.5702467,-0.779682409
1.423019968,2.6010645,-0.771359268
1.378434527,2.6319705,-0.763008527
1.350708396,2.662877,-0.754629696
1.333247185,2.6936716,-0.746222285
1.320505198,2.7243024,-0.737474398
1.311604279,2.7547673,-0.728070979
1.355316334,2.7849151,-0.718318734
1.424985028,2.8145156,-0.708527328
1.455426263,2.8436248,-0.698695963
1.459961498,2.87247,-0.688823798
1.438460293,2.9011769,-0.678909993
1.389217168,2.9297842,-0.668953668
1.339695623,2.9582922,-0.658953923
1.307369318,2.9866207,-0.648909818
1.285714786,3.0146618,-0.639894686
1.26925592,3.0423684,-0.63298802
1.257008107,3.0693909,-0.627122907
1.298085813,3.095422,-0.621226513
1.36586909,3.1204161,-0.61529829
1.394717557,3.1444232,-0.609337657
1.397900543,3.1676809,-0.603344043
1.37524554,3.1903291,-0.59731684
1.325016217,3.2124211,-0.591255417
1.274657634,3.2339723,-0.585159134
1.241623544,3.2549163,-0.579277044
1.219327054,3.2751546,-0.573859554
1.202204318,3.2944862,-0.568658118
1.189352461,3.3127723,-0.563422861
1.229955555,3.3300499,-0.558153155
1.297340469,3.3462466,-0.552848369
1.325853632,3.3614003,-0.547507832
1.328751876,3.3757368,-0.542130876
1.305852089,3.3893909,-0.536716789
1.255408973,3.4024123,-0.531264873
1.204860137,3.4148148,-0.526029137
1.17165475,3.4265291,-0.52126515
1.149174933,3.4372972,-0.516719433
1.131847317,3.4469269,-0.512137017
1.1187913,3.4554329,-0.5075172
1.159193753,3.4628368,-0.502859253
1.226381036,3.4690594,-0.498162436
1.25469927,3.4741267,-0.49342597
1.257413373,3.4782569,-0.488649073
1.234409816,3.4815823,-0.483830916
1.183990427,3.4841511,-0.479956927
1.133570781,3.4859786,-0.478028281
1.101464943,3.4876965,-0.477079243
1.081181544,3.4898332,-0.476128744
1.066382546,3.4922482,-0.475176746
1.056155067,3.4948901,-0.474223267
1.099652799,3.4977254,-0.473268299
1.17017423,3.5006277,-0.47231183
1.202040762,3.5035829,-0.471353862
1.208483473,3.5067763,-0.470394373
1.18929603,3.5103153,-0.46943793
1.142711377,3.5142262,-0.468488977
1.096144839,3.5185,-0.467542939
1.067025631,3.5230427,-0.466595231
1.048747173,3.5277246,-0.465645873
1.035751036,3.5324729,-0.464694836
1.027145138,3.5372666,-0.463742138
1.07210183,3.5421013,-0.46278773
1.143937052,3.546871,-0.461831652
1.176987664,3.551578,-0.460873864
1.18449907,3.5564214,-0.46015457
1.166279496,3.5615212,-0.459914596
1.120835296,3.5666508,-0.459914596
1.075637496,3.5715667,-0.459914596
1.047901096,3.5762077,-0.459914596
1.031012396,3.5804644,-0.459914596
1.019407396,3.5842837,-0.459914596
1.012189196,3.5876611,-0.459914596
1.058526396,3.5906065,-0.459914596
1.131732296,3.5930255,-0.459914596
1.166141396,3.5949304,-0.459914596
1.174995996,3.5965304,-0.459914596
1.158099496,3.5980276,-0.459914596
1.113693996,3.5995347,-0.459914596
1.069204696,3.6010524,-0.459914596
1.042069596,3.6024967,-0.459914596
1.025689196,3.6037448,-0.459914596
1.014511196,3.6047301,-0.459914596
1.007649196,3.6054375,-0.459914596
1.054280796,3.605868,-0.459914596
1.127727396,3.605919,-0.459914596
1.162329996,3.6055958,-0.459914596
1.171336296,3.6052119,-0.459914596
1.154554796,3.6049934,-0.459914596
1.110232096,3.6049722,-0.459914596
1.065799896,3.6051476,-0.459914596
1.038699096,3.6054302,-0.459914596
1.022329696,3.6056931,-0.459914596
1.011141996,3.6058657,-0.459914596
1.004251996,3.6059297,-0.459914596
